Complexity,Loss,Equation
1,0.02005195825689133,"0.6325939035791521"
3,0.005450098382045205,"(0.7825939084831508 - x1)"
4,0.004832779672502699,"(1.798825008317629 - exp(x1))"
5,0.0038104546349581707,"(0.8524490240154744 - (x1 * 1.4657007543929585))"
6,0.0029127110295984033,"exp(-0.11399014398163358 - (x1 / 0.40808802558736584))"
8,0.001025544122311086,"exp(0.09393532976268498 - (x1 / (x1 + 0.0845235206881424)))"
12,0.0005632557061500778,"exp((0.12744968964700482 - (x1 / ((x1 * 1.6019071404006486) + 0.051932120342002494))) - x1)"
14,0.0004860600006109774,"exp(0.12744968964700482 - (x1 / ((x1 * (1.424414288021339 - (1.5349506677374662 * x1))) + 0.051932120342002494)))"
16,0.0004688025181204839,"exp(0.12744968964700482 - (x1 / ((x1 * (1.424414288021339 - ((x1 - -1.2682918080872807) * x1))) + 0.051932120342002494)))"
17,0.0004628367507363393,"exp(0.12744968964700482 - (x1 / ((x1 * (1.424414288021339 - ((x1 + exp(x1)) * x1))) + 0.051932120342002494)))"
18,0.00043675751816428933,"exp((0.12744968964700482 / 0.7158289842523531) - (x1 / ((x1 * ((1.424414288021339 / 0.9914695190883489) - (1.5596245301741212 * x1))) + 0.03155237945674615)))"
20,0.00040865074140320205,"exp((0.12744968964700482 / 0.7158289842523531) - (x1 / ((x1 * (((1.424414288021339 / 0.9914695190883489) - (1.5596245301741212 * x1)) + 0.008904591747404387)) + 0.03155237945674615)))"
